0.00.021.197 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.024.432 I srv    load_model: loading model '/userdata/llama/models/SmolVLM-500M-Instruct-Q8_0.gguf'
0.02.412.611 W load_tensors: ffn up/down are swapped
0.02.939.088 I srv    load_model: loaded multimodal model, '/userdata/llama/models/mmproj-SmolVLM-500M-Instruct-Q8_0.gguf'
0.03.074.815 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 8192, kv_unified = 'true'
0.03.079.311 I srv  llama_server: model loaded
0.03.079.319 I srv  llama_server: listening on http://127.0.0.1:8088
0.04.406.776 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
13.53.358.659 I slot print_timing: id  3 | task 540 |        eval time =     102.88 ms /     3 tokens (   34.29 ms per token,    29.16 tokens per second)
13.53.358.660 I slot print_timing: id  3 | task 540 |       total time =    7585.52 ms /   152 tokens
13.53.358.663 I slot print_timing: id  3 | task 540 |    graphs reused =        110
13.53.358.700 I slot      release: id  3 | task 540 | stop processing: n_tokens = 151, truncated = 0
13.53.461.701 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
13.53.472.809 I slot launch_slot_: id  3 | task 545 | processing task, is_child = 0
14.01.024.034 I slot print_timing: id  3 | task 545 | prompt eval time =    7467.93 ms /   149 tokens (   50.12 ms per token,    19.95 tokens per second)
14.01.024.098 I slot print_timing: id  3 | task 545 |        eval time =      83.07 ms /     3 tokens (   27.69 ms per token,    36.12 tokens per second)
14.01.024.111 I slot print_timing: id  3 | task 545 |       total time =    7551.00 ms /   152 tokens
14.01.024.122 I slot print_timing: id  3 | task 545 |    graphs reused =        111
14.01.024.169 I slot      release: id  3 | task 545 | stop processing: n_tokens = 151, truncated = 0
14.01.121.210 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
14.01.133.797 I slot launch_slot_: id  3 | task 550 | processing task, is_child = 0
14.08.738.028 I slot print_timing: id  3 | task 550 | prompt eval time =    7505.43 ms /   149 tokens (   50.37 ms per token,    19.85 tokens per second)
14.08.738.041 I slot print_timing: id  3 | task 550 |        eval time =      98.64 ms /     3 tokens (   32.88 ms per token,    30.41 tokens per second)
14.08.738.043 I slot print_timing: id  3 | task 550 |       total time =    7604.07 ms /   152 tokens
14.08.738.045 I slot print_timing: id  3 | task 550 |    graphs reused =        112
14.08.738.081 I slot      release: id  3 | task 550 | stop processing: n_tokens = 151, truncated = 0
14.08.834.436 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
14.08.845.828 I slot launch_slot_: id  3 | task 555 | processing task, is_child = 0
14.16.430.666 I slot print_timing: id  3 | task 555 | prompt eval time =    7498.36 ms /   149 tokens (   50.32 ms per token,    19.87 tokens per second)
14.16.430.678 I slot print_timing: id  3 | task 555 |        eval time =      86.14 ms /     3 tokens (   28.71 ms per token,    34.83 tokens per second)
14.16.430.679 I slot print_timing: id  3 | task 555 |       total time =    7584.51 ms /   152 tokens
14.16.430.682 I slot print_timing: id  3 | task 555 |    graphs reused =        113
14.16.430.719 I slot      release: id  3 | task 555 | stop processing: n_tokens = 151, truncated = 0
14.16.528.644 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
14.16.539.816 I slot launch_slot_: id  3 | task 560 | processing task, is_child = 0
14.24.096.784 I slot print_timing: id  3 | task 560 | prompt eval time =    7468.39 ms /   149 tokens (   50.12 ms per token,    19.95 tokens per second)
14.24.096.794 I slot print_timing: id  3 | task 560 |        eval time =      88.28 ms /     3 tokens (   29.43 ms per token,    33.98 tokens per second)
14.24.096.795 I slot print_timing: id  3 | task 560 |       total time =    7556.67 ms /   152 tokens
14.24.096.797 I slot print_timing: id  3 | task 560 |    graphs reused =        114
14.24.096.833 I slot      release: id  3 | task 560 | stop processing: n_tokens = 151, truncated = 0
14.24.149.162 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
14.24.160.397 I slot launch_slot_: id  3 | task 565 | processing task, is_child = 0
14.31.700.093 I slot print_timing: id  3 | task 565 | prompt eval time =    7447.36 ms /   149 tokens (   49.98 ms per token,    20.01 tokens per second)
14.31.700.125 I slot print_timing: id  3 | task 565 |        eval time =      92.10 ms /     3 tokens (   30.70 ms per token,    32.57 tokens per second)
14.31.700.128 I slot print_timing: id  3 | task 565 |       total time =    7539.47 ms /   152 tokens
14.31.700.130 I slot print_timing: id  3 | task 565 |    graphs reused =        115
14.31.700.167 I slot      release: id  3 | task 565 | stop processing: n_tokens = 151, truncated = 0
14.31.753.076 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
14.31.763.959 I slot launch_slot_: id  3 | task 570 | processing task, is_child = 0
14.39.267.361 I slot print_timing: id  3 | task 570 | prompt eval time =    7428.60 ms /   149 tokens (   49.86 ms per token,    20.06 tokens per second)
14.39.267.371 I slot print_timing: id  3 | task 570 |        eval time =      74.57 ms /     3 tokens (   24.86 ms per token,    40.23 tokens per second)
14.39.267.373 I slot print_timing: id  3 | task 570 |       total time =    7503.17 ms /   152 tokens
14.39.267.375 I slot print_timing: id  3 | task 570 |    graphs reused =        116
14.39.267.413 I slot      release: id  3 | task 570 | stop processing: n_tokens = 151, truncated = 0
14.39.321.822 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
14.39.332.913 I slot launch_slot_: id  3 | task 575 | processing task, is_child = 0
14.46.894.958 I slot print_timing: id  3 | task 575 | prompt eval time =    7463.69 ms /   149 tokens (   50.09 ms per token,    19.96 tokens per second)
14.46.894.981 I slot print_timing: id  3 | task 575 |        eval time =      98.03 ms /     3 tokens (   32.68 ms per token,    30.60 tokens per second)
14.46.894.985 I slot print_timing: id  3 | task 575 |       total time =    7561.72 ms /   152 tokens
14.46.894.992 I slot print_timing: id  3 | task 575 |    graphs reused =        117
14.46.895.077 I slot      release: id  3 | task 575 | stop processing: n_tokens = 151, truncated = 0
14.46.992.827 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
14.47.003.728 I slot launch_slot_: id  3 | task 580 | processing task, is_child = 0
14.54.603.037 I slot print_timing: id  3 | task 580 | prompt eval time =    7518.09 ms /   149 tokens (   50.46 ms per token,    19.82 tokens per second)
14.54.603.097 I slot print_timing: id  3 | task 580 |        eval time =      80.99 ms /     3 tokens (   27.00 ms per token,    37.04 tokens per second)
14.54.603.108 I slot print_timing: id  3 | task 580 |       total time =    7599.08 ms /   152 tokens
14.54.603.119 I slot print_timing: id  3 | task 580 |    graphs reused =        118
14.54.603.164 I slot      release: id  3 | task 580 | stop processing: n_tokens = 151, truncated = 0
14.54.702.104 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
14.54.713.063 I slot launch_slot_: id  3 | task 585 | processing task, is_child = 0
15.02.266.393 I slot print_timing: id  3 | task 585 | prompt eval time =    7456.63 ms /   149 tokens (   50.04 ms per token,    19.98 tokens per second)
15.02.266.406 I slot print_timing: id  3 | task 585 |        eval time =      96.40 ms /     3 tokens (   32.13 ms per token,    31.12 tokens per second)
15.02.266.407 I slot print_timing: id  3 | task 585 |       total time =    7553.03 ms /   152 tokens
15.02.266.409 I slot print_timing: id  3 | task 585 |    graphs reused =        119
15.02.266.450 I slot      release: id  3 | task 585 | stop processing: n_tokens = 151, truncated = 0
15.02.366.835 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
15.02.377.706 I slot launch_slot_: id  3 | task 590 | processing task, is_child = 0
15.09.914.515 I slot print_timing: id  3 | task 590 | prompt eval time =    7444.17 ms /   149 tokens (   49.96 ms per token,    20.02 tokens per second)
15.09.914.526 I slot print_timing: id  3 | task 590 |        eval time =      92.41 ms /     3 tokens (   30.80 ms per token,    32.46 tokens per second)
15.09.914.527 I slot print_timing: id  3 | task 590 |       total time =    7536.58 ms /   152 tokens
15.09.914.529 I slot print_timing: id  3 | task 590 |    graphs reused =        120
15.09.914.565 I slot      release: id  3 | task 590 | stop processing: n_tokens = 151, truncated = 0
15.10.014.471 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
15.10.025.478 I slot launch_slot_: id  3 | task 595 | processing task, is_child = 0
15.17.538.397 I slot print_timing: id  3 | task 595 | prompt eval time =    7428.07 ms /   149 tokens (   49.85 ms per token,    20.06 tokens per second)
15.17.538.408 I slot print_timing: id  3 | task 595 |        eval time =      84.61 ms /     3 tokens (   28.20 ms per token,    35.46 tokens per second)
15.17.538.409 I slot print_timing: id  3 | task 595 |       total time =    7512.68 ms /   152 tokens
15.17.538.411 I slot print_timing: id  3 | task 595 |    graphs reused =        121
15.17.538.447 I slot      release: id  3 | task 595 | stop processing: n_tokens = 151, truncated = 0
